Czas Odczytu,Wartość
2025-01-02 14:26:25,1.22 l/min
2025-01-02 14:26:26,1.22 l/min
2025-01-02 14:26:26,1.22 l/min
2025-01-02 14:26:27,1.22 l/min
2025-01-02 14:26:27,1.22 l/min
2025-01-02 14:26:28,1.22 l/min
2025-01-02 14:26:28,1.22 l/min
2025-01-02 14:26:29,1.22 l/min
2025-01-02 14:26:29,1.22 l/min
2025-01-02 14:26:30,1.22 l/min
2025-01-02 14:26:30,1.22 l/min
2025-01-02 14:26:31,1.22 l/min
2025-01-02 14:26:31,1.22 l/min
2025-01-02 14:26:31,1.22 l/min
2025-01-02 14:26:32,1.22 l/min
2025-01-02 14:26:32,1.22 l/min
2025-01-02 14:26:33,1.22 l/min
2025-01-02 14:26:33,1.22 l/min
2025-01-02 14:26:34,1.22 l/min
2025-01-02 14:26:34,1.22 l/min
2025-01-02 14:26:35,1.22 l/min
2025-01-02 14:26:35,1.22 l/min
2025-01-02 14:26:36,1.22 l/min
2025-01-02 14:26:36,1.22 l/min
2025-01-02 14:26:37,1.22 l/min
2025-01-02 14:26:37,1.22 l/min
2025-01-02 14:26:38,1.22 l/min
2025-01-02 14:26:38,1.22 l/min
2025-01-02 14:26:39,1.21 l/min
2025-01-02 14:26:39,1.22 l/min
2025-01-02 14:26:40,1.22 l/min
2025-01-02 14:26:40,1.22 l/min
2025-01-02 14:26:41,1.22 l/min
2025-01-02 14:26:41,1.22 l/min
2025-01-02 14:26:41,1.22 l/min
2025-01-02 14:26:42,1.23 l/min
2025-01-02 14:26:42,1.23 l/min
2025-01-02 14:26:43,1.23 l/min
2025-01-02 14:26:43,1.23 l/min
2025-01-02 14:26:44,1.22 l/min
2025-01-02 14:26:44,1.22 l/min
2025-01-02 14:26:45,1.22 l/min
2025-01-02 14:26:45,1.22 l/min
2025-01-02 14:26:46,1.22 l/min
2025-01-02 14:26:46,1.23 l/min
2025-01-02 14:26:47,1.22 l/min
2025-01-02 14:26:47,1.22 l/min
2025-01-02 14:26:48,1.22 l/min
2025-01-02 14:26:48,1.22 l/min
2025-01-02 14:26:49,1.22 l/min
2025-01-02 14:26:49,1.21 l/min
2025-01-02 14:26:49,1.21 l/min
2025-01-02 14:26:50,1.21 l/min
2025-01-02 14:26:50,1.21 l/min
2025-01-02 14:26:51,1.21 l/min
2025-01-02 14:26:51,1.21 l/min
2025-01-02 14:26:52,1.22 l/min
2025-01-02 14:26:52,1.22 l/min
2025-01-02 14:26:53,1.22 l/min
2025-01-02 14:26:53,1.22 l/min
2025-01-02 14:26:54,1.22 l/min
2025-01-02 14:26:54,1.22 l/min
2025-01-02 14:26:55,1.22 l/min
2025-01-02 14:26:55,1.22 l/min
2025-01-02 14:26:56,1.22 l/min
2025-01-02 14:26:56,1.21 l/min
2025-01-02 14:26:57,1.21 l/min
2025-01-02 14:26:57,1.22 l/min
2025-01-02 14:26:58,1.22 l/min
2025-01-02 14:26:58,1.22 l/min
2025-01-02 14:26:59,1.22 l/min
2025-01-02 14:26:59,1.22 l/min
2025-01-02 14:27:00,1.22 l/min
2025-01-02 14:27:00,1.22 l/min
2025-01-02 14:27:01,1.22 l/min
2025-01-02 14:27:01,1.22 l/min
2025-01-02 14:27:01,1.22 l/min
2025-01-02 14:27:02,1.23 l/min
2025-01-02 14:27:02,1.23 l/min
2025-01-02 14:27:03,1.21 l/min
2025-01-02 14:27:03,1.21 l/min
2025-01-02 14:27:04,1.21 l/min
2025-01-02 14:27:04,1.22 l/min
2025-01-02 14:27:05,1.22 l/min
2025-01-02 14:27:05,1.22 l/min
2025-01-02 14:27:06,1.22 l/min
2025-01-02 14:27:06,1.22 l/min
2025-01-02 14:27:07,1.22 l/min
2025-01-02 14:27:07,1.22 l/min
2025-01-02 14:27:08,1.22 l/min
2025-01-02 14:27:08,1.23 l/min
2025-01-02 14:27:09,1.23 l/min
2025-01-02 14:27:09,1.23 l/min
2025-01-02 14:27:10,1.23 l/min
2025-01-02 14:27:10,1.23 l/min
2025-01-02 14:27:11,1.22 l/min
2025-01-02 14:27:11,1.22 l/min
2025-01-02 14:27:11,1.22 l/min
2025-01-02 14:27:12,1.22 l/min
2025-01-02 14:27:12,1.22 l/min
2025-01-02 14:27:13,1.22 l/min
2025-01-02 14:27:13,1.22 l/min
2025-01-02 14:27:14,1.22 l/min
2025-01-02 14:27:14,1.22 l/min
2025-01-02 14:27:15,1.22 l/min
2025-01-02 14:27:15,1.22 l/min
2025-01-02 14:27:16,1.22 l/min
2025-01-02 14:27:16,1.22 l/min
2025-01-02 14:27:17,1.22 l/min
2025-01-02 14:27:17,1.22 l/min
2025-01-02 14:27:18,1.22 l/min
2025-01-02 14:27:18,1.22 l/min
2025-01-02 14:27:19,1.22 l/min
2025-01-02 14:27:19,1.21 l/min
2025-01-02 14:27:19,1.22 l/min
2025-01-02 14:27:20,1.22 l/min
2025-01-02 14:27:20,1.22 l/min
2025-01-02 14:27:21,1.22 l/min
2025-01-02 14:27:21,1.23 l/min
2025-01-02 14:27:22,1.21 l/min
2025-01-02 14:27:22,1.21 l/min
2025-01-02 14:27:23,1.23 l/min
2025-01-02 14:27:23,1.23 l/min
2025-01-02 14:27:24,1.23 l/min
2025-01-02 14:27:24,1.22 l/min
2025-01-02 14:27:25,1.22 l/min
2025-01-02 14:27:25,1.22 l/min
2025-01-02 14:27:26,1.22 l/min
2025-01-02 14:27:26,1.22 l/min
2025-01-02 14:27:26,1.22 l/min
2025-01-02 14:27:27,1.22 l/min
2025-01-02 14:27:27,1.22 l/min
2025-01-02 14:27:28,1.22 l/min
2025-01-02 14:27:28,1.22 l/min
2025-01-02 14:27:29,1.22 l/min
2025-01-02 14:27:29,1.22 l/min
2025-01-02 14:27:30,1.22 l/min
2025-01-02 14:27:30,1.22 l/min
2025-01-02 14:27:31,1.22 l/min
2025-01-02 14:27:31,1.22 l/min
2025-01-02 14:27:32,1.22 l/min
2025-01-02 14:27:32,1.22 l/min
2025-01-02 14:27:32,1.22 l/min
2025-01-02 14:27:33,1.22 l/min
2025-01-02 14:27:33,1.22 l/min
2025-01-02 14:27:34,1.22 l/min
2025-01-02 14:27:34,1.22 l/min
2025-01-02 14:27:35,1.22 l/min
2025-01-02 14:27:35,1.22 l/min
2025-01-02 14:27:36,1.22 l/min
2025-01-02 14:27:36,1.22 l/min
2025-01-02 14:27:37,1.22 l/min
2025-01-02 14:27:37,1.22 l/min
2025-01-02 14:27:38,1.22 l/min
2025-01-02 14:27:38,1.22 l/min
2025-01-02 14:27:39,1.22 l/min
2025-01-02 14:27:39,1.21 l/min
2025-01-02 14:27:40,1.22 l/min
2025-01-02 14:27:40,1.22 l/min
2025-01-02 14:27:41,1.21 l/min
2025-01-02 14:27:41,1.21 l/min
2025-01-02 14:27:42,1.22 l/min
2025-01-02 14:27:42,1.22 l/min
2025-01-02 14:27:42,1.22 l/min
2025-01-02 14:27:43,1.22 l/min
2025-01-02 14:27:43,1.21 l/min
2025-01-02 14:27:44,1.21 l/min
2025-01-02 14:27:44,1.22 l/min
2025-01-02 14:27:45,1.21 l/min
2025-01-02 14:27:45,1.22 l/min
2025-01-02 14:27:46,1.22 l/min
2025-01-02 14:27:46,1.22 l/min
2025-01-02 14:27:47,1.22 l/min
2025-01-02 14:27:47,1.22 l/min
2025-01-02 14:27:48,1.22 l/min
2025-01-02 14:27:48,1.22 l/min
2025-01-02 14:27:49,1.22 l/min
2025-01-02 14:27:49,1.22 l/min
2025-01-02 14:27:49,1.21 l/min
2025-01-02 14:27:50,1.22 l/min
2025-01-02 14:27:50,1.22 l/min
2025-01-02 14:27:51,1.22 l/min
2025-01-02 14:27:51,1.22 l/min
2025-01-02 14:27:52,1.22 l/min
2025-01-02 14:27:52,1.22 l/min
2025-01-02 14:27:53,1.22 l/min
2025-01-02 14:27:53,1.22 l/min
2025-01-02 14:27:54,1.22 l/min
2025-01-02 14:27:54,1.22 l/min
2025-01-02 14:27:55,1.22 l/min
2025-01-02 14:27:55,1.22 l/min
2025-01-02 14:27:56,1.22 l/min
2025-01-02 14:27:56,1.22 l/min
2025-01-02 14:27:56,1.22 l/min
2025-01-02 14:27:57,1.22 l/min
2025-01-02 14:27:57,1.22 l/min
2025-01-02 14:27:58,1.22 l/min
2025-01-02 14:27:58,1.22 l/min
2025-01-02 14:27:59,1.22 l/min
2025-01-02 14:27:59,1.22 l/min
2025-01-02 14:28:00,1.22 l/min
2025-01-02 14:28:00,1.23 l/min
2025-01-02 14:28:01,1.23 l/min
2025-01-02 14:28:01,1.23 l/min
2025-01-02 14:28:02,1.22 l/min
2025-01-02 14:28:02,1.22 l/min
2025-01-02 14:28:03,1.22 l/min
2025-01-02 14:28:03,1.22 l/min
2025-01-02 14:28:03,1.21 l/min
2025-01-02 14:28:04,1.21 l/min
2025-01-02 14:28:04,1.21 l/min
2025-01-02 14:28:05,1.21 l/min
2025-01-02 14:28:05,1.21 l/min
2025-01-02 14:28:06,1.21 l/min
2025-01-02 14:28:06,1.21 l/min
2025-01-02 14:28:07,1.22 l/min
2025-01-02 14:28:07,1.21 l/min
2025-01-02 14:28:08,1.22 l/min
2025-01-02 14:28:08,1.22 l/min
2025-01-02 14:28:09,1.22 l/min
2025-01-02 14:28:09,1.22 l/min
2025-01-02 14:28:10,1.22 l/min
2025-01-02 14:28:10,1.22 l/min
2025-01-02 14:28:11,1.22 l/min
2025-01-02 14:28:11,1.22 l/min
2025-01-02 14:28:12,1.21 l/min
2025-01-02 14:28:12,1.21 l/min
2025-01-02 14:28:12,1.21 l/min
2025-01-02 14:28:13,1.21 l/min
2025-01-02 14:28:13,1.22 l/min
2025-01-02 14:28:14,1.22 l/min
2025-01-02 14:28:14,1.21 l/min
2025-01-02 14:28:15,1.21 l/min
2025-01-02 14:28:15,1.21 l/min
2025-01-02 14:28:16,1.22 l/min
2025-01-02 14:28:16,1.21 l/min
2025-01-02 14:28:17,1.21 l/min
2025-01-02 14:28:17,1.22 l/min
2025-01-02 14:28:18,1.22 l/min
2025-01-02 14:28:18,1.22 l/min
2025-01-02 14:28:19,1.22 l/min
2025-01-02 14:28:19,1.22 l/min
2025-01-02 14:28:19,1.22 l/min
2025-01-02 14:28:20,1.22 l/min
2025-01-02 14:28:20,1.21 l/min
2025-01-02 14:28:21,1.21 l/min
2025-01-02 14:28:21,1.22 l/min
2025-01-02 14:28:22,1.22 l/min
2025-01-02 14:28:22,1.22 l/min
2025-01-02 14:28:23,1.22 l/min
2025-01-02 14:28:23,1.22 l/min
2025-01-02 14:28:24,1.22 l/min
2025-01-02 14:28:24,1.22 l/min
2025-01-02 14:28:25,1.22 l/min
2025-01-02 14:28:25,1.22 l/min
2025-01-02 14:28:26,1.22 l/min
2025-01-02 14:28:26,1.22 l/min
2025-01-02 14:28:27,1.22 l/min
2025-01-02 14:28:27,1.22 l/min
2025-01-02 14:28:28,1.22 l/min
2025-01-02 14:28:28,1.22 l/min
2025-01-02 14:28:29,1.22 l/min
2025-01-02 14:28:29,1.22 l/min
2025-01-02 14:28:30,1.22 l/min
2025-01-02 14:28:30,1.22 l/min
2025-01-02 14:28:30,1.21 l/min
2025-01-02 14:28:31,1.21 l/min
2025-01-02 14:28:31,1.21 l/min
2025-01-02 14:28:32,1.21 l/min
2025-01-02 14:28:32,1.21 l/min
2025-01-02 14:28:33,1.21 l/min
2025-01-02 14:28:33,1.22 l/min
2025-01-02 14:28:34,1.22 l/min
2025-01-02 14:28:34,1.22 l/min
2025-01-02 14:28:35,1.22 l/min
2025-01-02 14:28:35,1.22 l/min
2025-01-02 14:28:36,1.22 l/min
2025-01-02 14:28:36,1.22 l/min
2025-01-02 14:28:37,1.22 l/min
2025-01-02 14:28:37,1.22 l/min
2025-01-02 14:28:38,1.22 l/min
2025-01-02 14:28:38,1.22 l/min
2025-01-02 14:28:39,1.22 l/min
2025-01-02 14:28:39,1.22 l/min
2025-01-02 14:28:39,1.22 l/min
2025-01-02 14:28:40,1.21 l/min
2025-01-02 14:28:40,1.22 l/min
2025-01-02 14:28:41,1.22 l/min
2025-01-02 14:28:41,1.21 l/min
2025-01-02 14:28:42,1.21 l/min
2025-01-02 14:28:42,1.21 l/min
2025-01-02 14:28:43,1.22 l/min
2025-01-02 14:28:43,1.22 l/min
2025-01-02 14:28:44,1.22 l/min
2025-01-02 14:28:44,1.22 l/min
2025-01-02 14:28:45,1.22 l/min
2025-01-02 14:28:45,1.21 l/min
2025-01-02 14:28:46,1.21 l/min
2025-01-02 14:28:46,1.22 l/min
2025-01-02 14:28:47,1.21 l/min
2025-01-02 14:28:47,1.21 l/min
2025-01-02 14:28:47,1.21 l/min
2025-01-02 14:28:48,1.21 l/min
2025-01-02 14:28:48,1.20 l/min
2025-01-02 14:28:49,1.21 l/min
2025-01-02 14:28:49,1.21 l/min
2025-01-02 14:28:50,1.21 l/min
2025-01-02 14:28:50,1.22 l/min
2025-01-02 14:28:51,1.21 l/min
2025-01-02 14:28:51,1.23 l/min
2025-01-02 14:28:52,1.23 l/min
2025-01-02 14:28:52,1.21 l/min
2025-01-02 14:28:53,1.21 l/min
2025-01-02 14:28:53,1.21 l/min
2025-01-02 14:28:54,1.21 l/min
2025-01-02 14:28:54,1.21 l/min
2025-01-02 14:28:54,1.21 l/min
2025-01-02 14:28:55,1.21 l/min
2025-01-02 14:28:55,1.21 l/min
2025-01-02 14:28:56,1.21 l/min
2025-01-02 14:28:56,1.21 l/min
2025-01-02 14:28:57,1.21 l/min
2025-01-02 14:28:57,1.22 l/min
2025-01-02 14:28:58,1.22 l/min
2025-01-02 14:28:58,1.22 l/min
2025-01-02 14:28:59,1.22 l/min
2025-01-02 14:28:59,1.22 l/min
2025-01-02 14:29:00,1.22 l/min
2025-01-02 14:29:00,1.21 l/min
2025-01-02 14:29:00,1.21 l/min
2025-01-02 14:29:01,1.22 l/min
2025-01-02 14:29:01,1.22 l/min
2025-01-02 14:29:02,1.22 l/min
2025-01-02 14:29:02,1.22 l/min
2025-01-02 14:29:03,1.22 l/min
2025-01-02 14:29:03,1.22 l/min
2025-01-02 14:29:04,1.22 l/min
2025-01-02 14:29:04,1.22 l/min
2025-01-02 14:29:05,1.22 l/min
2025-01-02 14:29:05,1.22 l/min
2025-01-02 14:29:06,1.21 l/min
2025-01-02 14:29:06,1.21 l/min
2025-01-02 14:29:07,1.21 l/min
2025-01-02 14:29:07,1.21 l/min
2025-01-02 14:29:07,1.21 l/min
2025-01-02 14:29:08,1.22 l/min
2025-01-02 14:29:08,1.22 l/min
2025-01-02 14:29:09,1.22 l/min
2025-01-02 14:29:09,1.22 l/min
2025-01-02 14:29:10,1.22 l/min
2025-01-02 14:29:10,1.22 l/min
2025-01-02 14:29:11,1.22 l/min
2025-01-02 14:29:11,1.22 l/min
2025-01-02 14:29:12,1.22 l/min
2025-01-02 14:29:12,1.22 l/min
2025-01-02 14:29:13,1.22 l/min
2025-01-02 14:29:13,1.22 l/min
2025-01-02 14:29:14,1.22 l/min
2025-01-02 14:29:14,1.22 l/min
2025-01-02 14:29:14,1.22 l/min
2025-01-02 14:29:15,1.22 l/min
2025-01-02 14:29:15,1.22 l/min
2025-01-02 14:29:16,1.22 l/min
2025-01-02 14:29:16,1.22 l/min
2025-01-02 14:29:17,1.22 l/min
2025-01-02 14:29:17,1.22 l/min
2025-01-02 14:29:18,1.21 l/min
2025-01-02 14:29:18,1.21 l/min
2025-01-02 14:29:19,1.21 l/min
2025-01-02 14:29:19,1.21 l/min
2025-01-02 14:29:20,1.21 l/min
2025-01-02 14:29:20,1.22 l/min
2025-01-02 14:29:21,1.22 l/min
2025-01-02 14:29:21,1.22 l/min
2025-01-02 14:29:22,1.22 l/min
2025-01-02 14:29:22,1.22 l/min
2025-01-02 14:29:22,1.22 l/min
2025-01-02 14:29:23,1.22 l/min
2025-01-02 14:29:23,1.22 l/min
2025-01-02 14:29:24,1.22 l/min
2025-01-02 14:29:24,1.21 l/min
2025-01-02 14:29:25,1.21 l/min
2025-01-02 14:29:25,1.21 l/min
2025-01-02 14:29:26,1.21 l/min
2025-01-02 14:29:26,1.21 l/min
2025-01-02 14:29:27,1.21 l/min
2025-01-02 14:29:27,1.21 l/min
2025-01-02 14:29:28,1.21 l/min
2025-01-02 14:29:28,1.21 l/min
2025-01-02 14:29:29,1.21 l/min
2025-01-02 14:29:29,1.21 l/min
2025-01-02 14:29:29,1.21 l/min
2025-01-02 14:29:30,1.21 l/min
2025-01-02 14:29:30,1.21 l/min
2025-01-02 14:29:31,1.21 l/min
2025-01-02 14:29:31,1.21 l/min
2025-01-02 14:29:32,1.21 l/min
2025-01-02 14:29:32,1.21 l/min
2025-01-02 14:29:33,1.21 l/min
2025-01-02 14:29:33,1.21 l/min
2025-01-02 14:29:34,1.21 l/min
2025-01-02 14:29:34,1.21 l/min
2025-01-02 14:29:35,1.21 l/min
2025-01-02 14:29:35,1.21 l/min
2025-01-02 14:29:36,1.21 l/min
2025-01-02 14:29:36,1.21 l/min
2025-01-02 14:29:37,1.21 l/min
2025-01-02 14:29:37,1.21 l/min
2025-01-02 14:29:37,1.21 l/min
2025-01-02 14:29:38,1.21 l/min
2025-01-02 14:29:38,1.21 l/min
2025-01-02 14:29:39,1.21 l/min
2025-01-02 14:29:39,1.21 l/min
2025-01-02 14:29:40,1.21 l/min
2025-01-02 14:29:40,1.21 l/min
2025-01-02 14:29:41,1.21 l/min
2025-01-02 14:29:41,1.21 l/min
2025-01-02 14:29:42,1.21 l/min
2025-01-02 14:29:42,1.21 l/min
2025-01-02 14:29:43,1.22 l/min
2025-01-02 14:29:43,1.21 l/min
2025-01-02 14:29:44,1.21 l/min
2025-01-02 14:29:44,1.21 l/min
2025-01-02 14:29:44,1.21 l/min
2025-01-02 14:29:45,1.21 l/min
2025-01-02 14:29:45,1.22 l/min
2025-01-02 14:29:46,1.21 l/min
2025-01-02 14:29:46,1.21 l/min
2025-01-02 14:29:47,1.21 l/min
2025-01-02 14:29:47,1.22 l/min
2025-01-02 14:29:48,1.21 l/min
2025-01-02 14:29:48,1.21 l/min
2025-01-02 14:29:49,1.23 l/min
2025-01-02 14:29:49,1.22 l/min
2025-01-02 14:29:50,1.22 l/min
2025-01-02 14:29:50,1.22 l/min
2025-01-02 14:29:50,1.22 l/min
2025-01-02 14:29:51,1.22 l/min
2025-01-02 14:29:51,1.22 l/min
2025-01-02 14:29:52,1.21 l/min
2025-01-02 14:29:52,1.21 l/min
2025-01-02 14:29:53,1.22 l/min
2025-01-02 14:29:53,1.22 l/min
2025-01-02 14:29:54,1.22 l/min
2025-01-02 14:29:54,1.22 l/min
2025-01-02 14:29:55,1.22 l/min
2025-01-02 14:29:55,1.22 l/min
2025-01-02 14:29:56,1.22 l/min
2025-01-02 14:29:56,1.22 l/min
2025-01-02 14:29:57,1.22 l/min
2025-01-02 14:29:57,1.22 l/min
2025-01-02 14:29:58,1.22 l/min
2025-01-02 14:29:58,1.22 l/min
2025-01-02 14:29:58,1.22 l/min
2025-01-02 14:29:59,1.22 l/min
2025-01-02 14:29:59,1.22 l/min
2025-01-02 14:30:00,1.22 l/min
2025-01-02 14:30:00,1.22 l/min
2025-01-02 14:30:01,1.21 l/min
